User_U,User_V,Utility,Social
1948,2472,0.387,0.7129
2472,1948,0.0817,0.6579
1948,2475,0.8408,0.8611
2475,1948,0.0673,0.6612
1948,2491,0.0767,0.383
2491,1948,0.5681,0.7083
1948,2510,0.3581,0.2023
2510,1948,0.5773,0.8044
1948,2511,0.0748,0.9757
2511,1948,0.8871,0.2528
1948,2516,0.9637,0.0449
2516,1948,0.7562,0.2159
1948,2524,0.2474,0.108
2524,1948,0.0873,0.4891
1948,2533,0.8216,0.2967
2533,1948,0.2701,0.3034
1948,2543,0.4942,0.1401
2543,1948,0.6596,0.8215
1948,2555,0.2128,0.5916
2555,1948,0.6144,0.1553
1948,2567,0.106,0.664
2567,1948,0.4489,0.7665
1948,2582,0.036,0.2465
2582,1948,0.5788,0.835
1948,2592,0.1943,0.0788
2592,1948,0.5093,0.8077
1948,2597,0.8582,0.1094
2597,1948,0.136,0.3224
1948,2598,0.0804,0.927
2598,1948,0.7025,0.621
1948,2609,0.9379,0.7012
2609,1948,0.6282,0.8167
1948,2617,0.846,0.7778
2617,1948,0.6314,0.8147
1948,2629,0.3394,0.3242
2629,1948,0.2479,0.3711
1948,2643,0.5514,0.9286
2643,1948,0.8269,0.124
1948,2649,0.7505,0.4263
2649,1948,0.015,0.6937
1949,2126,0.2607,0.4869
2126,1949,0.7479,0.7281
1949,2146,0.461,0.7051
2146,1949,0.8724,0.4418
1949,2152,0.4077,0.9216
2152,1949,0.6405,0.3956
1949,2173,0.965,0.1391
2173,1949,0.0329,0.9102
1949,2181,0.519,0.5172
2181,1949,0.0647,0.8528
1949,2236,0.331,0.6756
2236,1949,0.819,0.5348
1949,2277,0.8574,0.51
2277,1949,0.5607,0.3536
1950,1957,0.3963,0.517
1957,1950,0.9171,0.4484
1950,1980,0.7422,0.3907
1980,1950,0.4445,0.8045
1950,1991,0.7285,0.4454
1991,1950,0.0981,0.5661
1950,1995,0.6791,0.4756
1995,1950,0.4301,0.7459
1950,2004,0.9502,0.7407
2004,1950,0.0869,0.3761
1950,2014,0.3923,0.5168
2014,1950,0.5506,0.5768
1950,2061,0.8956,0.6661
2061,1950,0.0949,0.4189
1950,2159,0.5889,0.8101
2159,1950,0.4102,0.442
1950,2626,0.354,0.4205
2626,1950,0.4014,0.6387
1950,2648,0.1676,0.3374
2648,1950,0.0666,0.4184
1950,2659,0.7505,0.5853
2659,1950,0.6594,0.6844
1951,1954,0.1643,0.9542
1954,1951,0.9226,0.2879
1951,1957,0.8245,0.4732
1957,1951,0.8971,0.4303
1951,1958,0.8351,0.6694
1958,1951,0.3474,0.8229
1951,1968,0.561,0.6282
1968,1951,0.4627,0.1091
1951,1972,0.7182,0.8595
1972,1951,0.1214,0.6021
1951,1973,0.6605,0.8552
1973,1951,0.653,0.5512
1951,1976,0.2127,0.7861
1976,1951,0.0683,0.4777
1951,1980,0.1258,0.8854
1980,1951,0.8413,0.1927
1951,1991,0.9547,0.465
1991,1951,0.9224,0.5228
1951,1995,0.6238,0.793
1995,1951,0.0709,0.9949
1951,1998,0.297,0.2305
1998,1951,0.0806,0.0399
1951,1999,0.9136,0.5592
1999,1951,0.363,0.9414
1951,2000,0.3724,0.352
2000,1951,0.3076,0.6302
1951,2001,0.4574,0.7927
2001,1951,0.1857,0.0203
1951,2004,0.4408,0.9909
2004,1951,0.6638,0.8753
1951,2006,0.263,0.1399
2006,1951,0.7594,0.4656
1951,2009,0.2056,0.5253
2009,1951,0.1917,0.8039
1951,2011,0.5119,0.4083
2011,1951,0.0897,0.1647
1951,2018,0.7582,0.9294
2018,1951,0.4041,0.3999
1951,2022,0.9383,0.5444
2022,1951,0.2193,0.455
1951,2024,0.9166,0.3262
2024,1951,0.2383,0.2789
1951,2027,0.4505,0.5891
2027,1951,0.8183,0.425
1951,2050,0.2628,0.6637
2050,1951,0.7296,0.5596
1951,2061,0.234,0.192
2061,1951,0.6457,0.8028
1951,2097,0.7661,0.3876
2097,1951,0.7907,0.154
1951,2116,0.8354,0.9348
2116,1951,0.3959,0.9318
1951,2157,0.6817,0.1129
2157,1951,0.836,0.9745
1951,2159,0.4649,0.8802
2159,1951,0.3484,0.8972
1951,2171,0.1923,0.2486
2171,1951,0.3639,0.6782
1951,2192,0.2897,0.6478
2192,1951,0.3858,0.1631
1951,2202,0.7711,0.2772
2202,1951,0.7126,0.3566
1951,2225,0.2472,0.4926
2225,1951,0.3409,0.8908
1951,2284,0.4138,0.9404
2284,1951,0.94,0.1001
1951,2297,0.3137,0.1537
2297,1951,0.5221,0.0904
1951,2364,0.4969,0.3761
2364,1951,0.5476,0.8589
1951,2378,0.4775,0.4935
2378,1951,0.4412,0.4277
1951,2435,0.1227,0.9908
2435,1951,0.0721,0.383
1951,2447,0.307,0.8846
2447,1951,0.4641,0.8689
1951,2459,0.8727,0.3498
2459,1951,0.2317,0.0741
1951,2494,0.4352,0.4101
2494,1951,0.6388,0.963
1951,2538,0.8057,0.3652
2538,1951,0.6179,0.5853
1951,2583,0.0848,0.1106
2583,1951,0.9057,0.5693
1951,2585,0.3639,0.2334
2585,1951,0.5046,0.1793
1951,2620,0.9256,0.8672
2620,1951,0.7948,0.9932
1951,2626,0.9731,0.842
2626,1951,0.6984,0.1253
1951,2633,0.9986,0.1061
2633,1951,0.0574,0.0265
1951,2636,0.68,0.8961
2636,1951,0.0156,0.8918
1951,2639,0.3435,0.2155
2639,1951,0.1005,0.612
1951,2640,0.7146,0.132
2640,1951,0.7505,0.6011
1951,2645,0.4078,0.7684
2645,1951,0.3165,0.7379
1951,2647,0.0897,0.2484
2647,1951,0.8002,0.3739
1951,2648,0.896,0.778
2648,1951,0.7378,0.4054
1951,2657,0.5736,0.3509
2657,1951,0.9464,0.8683
1951,2658,0.3606,0.4177
2658,1951,0.6935,0.5313
1951,2659,0.3345,0.0926
2659,1951,0.9284,0.9509
1951,2660,0.9871,0.4011
2660,1951,0.5377,0.9039
1952,1970,0.0943,0.2886
1970,1952,0.7712,0.6179
1952,2003,0.1037,0.5433
2003,1952,0.5034,0.8633
1952,2062,0.0169,0.5863
2062,1952,0.9576,0.2108
1952,2084,0.3058,0.9126
2084,1952,0.3484,0.0099
1952,2110,0.7287,0.1638
2110,1952,0.0601,0.6268
1952,2111,0.5424,0.1804
2111,1952,0.9336,0.5501
1952,2221,0.0085,0.4735
2221,1952,0.3889,0.0823
1952,2222,0.8534,0.1752
2222,1952,0.5484,0.9455
1952,2226,0.2057,0.3054
2226,1952,0.3142,0.8103
1952,2296,0.7146,0.1667
2296,1952,0.6164,0.3966
1952,2368,0.7759,0.1163
2368,1952,0.3426,0.1828
1952,2384,0.5324,0.5685
2384,1952,0.5317,0.3109
1952,2416,0.4043,0.1125
2416,1952,0.9605,0.9693
1952,2438,0.43,0.7094
2438,1952,0.6184,0.1765
1952,2458,0.559,0.2741
2458,1952,0.6696,0.73
1953,1962,0.0804,0.0122
1962,1953,0.7487,0.3925
1953,1979,0.7536,0.1186
1979,1953,0.2518,0.1011
1953,1983,0.7366,0.807
1983,1953,0.5093,0.3783
1953,1985,0.7594,0.0362
1985,1953,0.7607,0.9276
1953,1993,0.6354,0.8255
1993,1953,0.465,0.7432
1953,2005,0.2032,0.9371
2005,1953,0.1889,0.148
1953,2020,0.475,0.6441
2020,1953,0.8422,0.6516
1953,2033,0.9803,0.0878
2033,1953,0.8527,0.8948
1953,2040,0.4515,0.422
2040,1953,0.8719,0.0737
1953,2043,0.7586,0.4599
2043,1953,0.3752,0.5184
1953,2045,0.7483,0.4808
2045,1953,0.7689,0.2822
1953,2046,0.7431,0.7888
2046,1953,0.9959,0.6285
1953,2055,0.1751,0.1228
2055,1953,0.1289,0.6229
1953,2059,0.7479,0.9727
2059,1953,0.0638,0.3386
1953,2063,0.0346,0.1515
2063,1953,0.5439,0.1498
1953,2064,0.2769,0.0359
2064,1953,0.1597,0.5227
1953,2073,0.7228,0.2226
2073,1953,0.8087,0.7867
1953,2074,0.292,0.414
2074,1953,0.8078,0.7958
1953,2077,0.958,0.9291
2077,1953,0.7619,0.9694
1953,2078,0.9573,0.1013
2078,1953,0.3599,0.4176
1953,2086,0.8508,0.5293
2086,1953,0.7414,0.8553
1953,2088,0.4153,0.3
2088,1953,0.1108,0.5382
1953,2090,0.7958,0.5909
2090,1953,0.3357,0.3992
1953,2093,0.1893,0.0354
2093,1953,0.5097,0.0969
1953,2095,0.4282,0.7395
2095,1953,0.2029,0.3127
1953,2103,0.3392,0.2985
2103,1953,0.4129,0.3998
1953,2104,0.8835,0.7554
2104,1953,0.9336,0.1545
1953,2108,0.1427,0.8286
2108,1953,0.6878,0.4467
1953,2112,0.1637,0.17
2112,1953,0.6668,0.6559
1953,2115,0.3932,0.0276
2115,1953,0.2753,0.4563
1953,2118,0.1779,0.4684
2118,1953,0.4551,0.66
1953,2121,0.1674,0.4225
2121,1953,0.5049,0.5246
1953,2122,0.6286,0.583
2122,1953,0.8829,0.5417
1953,2123,0.9665,0.1341
2123,1953,0.0086,0.9223
1953,2136,0.8374,0.7694
2136,1953,0.1242,0.2811
1953,2139,0.294,0.9639
2139,1953,0.8465,0.9629
1953,2140,0.5167,0.0449
2140,1953,0.9355,0.1894
1953,2150,0.5206,0.1345
2150,1953,0.715,0.5083
1953,2172,0.9282,0.8733
2172,1953,0.0019,0.7015
1953,2184,0.9566,0.5817
2184,1953,0.2641,0.4762
1953,2188,0.448,0.1191
2188,1953,0.5646,0.8716
1953,2190,0.4545,0.035
2190,1953,0.3659,0.5237
1953,2200,0.8627,0.6937
2200,1953,0.7856,0.1053
1953,2201,0.4303,0.9487
2201,1953,0.9601,0.968
1953,2206,0.8306,0.7279
2206,1953,0.9527,0.5939
1953,2210,0.6083,0.56
2210,1953,0.2903,0.6645
1953,2216,0.3274,0.5888
2216,1953,0.8631,0.7047
1953,2218,0.3966,0.5923
2218,1953,0.8625,0.502
1953,2220,0.5974,0.5937
2220,1953,0.3138,0.4631
1953,2240,0.4426,0.5363
2240,1953,0.3591,0.1152
1953,2244,0.615,0.9629
2244,1953,0.5959,0.0654
1953,2257,0.6452,0.2603
2257,1953,0.3811,0.5428
1953,2261,0.1045,0.5344
2261,1953,0.8587,0.9459
1953,2266,0.5985,0.4618
2266,1953,0.9193,0.7485
1953,2271,0.586,0.1318
2271,1953,0.9138,0.4608
1953,2275,0.8592,0.9825
2275,1953,0.0535,0.4598
1953,2278,0.4667,0.2974
2278,1953,0.493,0.578
1953,2290,0.7393,0.4662
2290,1953,0.124,0.8597
1953,2309,0.2612,0.7476
2309,1953,0.5856,0.4524
1953,2323,0.4624,0.9079
2323,1953,0.1319,0.075
1953,2324,0.7594,0.6186
2324,1953,0.1847,0.6437
1953,2326,0.0347,0.8316
2326,1953,0.3091,0.3615
1953,2329,0.7489,0.8368
2329,1953,0.5152,0.5515
1953,2331,0.7905,0.4147
2331,1953,0.2122,0.4469
1953,2339,0.7304,0.4582
2339,1953,0.1,0.2048
1953,2340,0.5712,0.1836
2340,1953,0.615,0.27
1953,2347,0.7727,0.5943
2347,1953,0.1151,0.9376
1953,2354,0.2308,0.6002
2354,1953,0.7539,0.8181
1953,2356,0.2747,0.8255
2356,1953,0.9072,0.6005
1953,2363,0.4497,0.7506
2363,1953,0.7319,0.8763
1953,2369,0.4447,0.7623
2369,1953,0.8535,0.0119
1953,2370,0.8029,0.7042
2370,1953,0.9345,0.7342
1953,2374,0.1845,0.6831
2374,1953,0.8579,0.6986
1953,2381,0.7313,0.0173
2381,1953,0.3005,0.4229
1953,2386,0.0266,0.9418
2386,1953,0.8309,0.2842
1953,2395,0.3071,0.6358
2395,1953,0.3297,0.1648
1953,2407,0.4472,0.4244
2407,1953,0.3832,0.3915
1953,2408,0.6891,0.3069
2408,1953,0.4364,0.0103
1953,2409,0.9574,0.909
2409,1953,0.7513,0.3097
1953,2414,0.9886,0.798
2414,1953,0.6385,0.8221
1953,2418,0.6469,0.8966
2418,1953,0.281,0.3995
1953,2423,0.6829,0.2529
2423,1953,0.706,0.0349
1953,2428,0.8891,0.3097
2428,1953,0.9454,0.4423
1953,2446,0.0165,0.98
2446,1953,0.5546,0.9607
1953,2460,0.0362,0.33
2460,1953,0.0181,0.1516
1953,2462,0.7079,0.8006
2462,1953,0.1255,0.3617
1953,2464,0.975,0.7004
2464,1953,0.865,0.9896
1953,2468,0.5247,0.4068
2468,1953,0.5864,0.5001
1953,2477,0.0447,0.1548
2477,1953,0.0759,0.0938
1953,2482,0.5595,0.1057
2482,1953,0.5655,0.3551
1953,2485,0.5276,0.9247
2485,1953,0.4361,0.4979
1953,2489,0.8009,0.3201
2489,1953,0.8573,0.2311
1953,2492,0.8698,0.9094
2492,1953,0.2997,0.9909
1953,2507,0.6614,0.1869
2507,1953,0.7064,0.9072
1953,2521,0.2078,0.0465
2521,1953,0.3427,0.0836
1953,2526,0.2168,0.3337
2526,1953,0.4795,0.124
1953,2543,0.4696,0.791
2543,1953,0.3107,0.1662
1953,2550,0.5971,0.6378
2550,1953,0.6361,0.173
1953,2551,0.3377,0.5742
2551,1953,0.0581,0.1112
1953,2559,0.4913,0.9972
2559,1953,0.2744,0.5716
1953,2560,0.2144,0.9946
2560,1953,0.7058,0.4514
1953,2564,0.6895,0.3049
2564,1953,0.8029,0.4063
1953,2573,0.3824,0.8656
2573,1953,0.8137,0.5641
1953,2586,0.4103,0.8953
2586,1953,0.1595,0.084
1953,2590,0.1022,0.0356
2590,1953,0.371,0.0774
1953,2593,0.1048,0.1226
2593,1953,0.1721,0.7217
1953,2600,0.5891,0.3744
2600,1953,0.7182,0.451
1953,2601,0.4477,0.0212
2601,1953,0.3046,0.7181
1953,2604,0.6942,0.3532
2604,1953,0.3791,0.9861
1953,2607,0.9028,0.0334
2607,1953,0.6634,0.2369
1953,2611,0.7045,0.7571
2611,1953,0.14,0.8503
1953,2623,0.1406,0.2605
2623,1953,0.1029,0.6933
1953,2624,0.2252,0.7306
2624,1953,0.5684,0.4207
1953,2625,0.6025,0.7176
2625,1953,0.6976,0.3697
1953,2631,0.0105,0.1972
2631,1953,0.5492,0.9341
1953,2638,0.7793,0.6228
2638,1953,0.3859,0.4778
1953,2646,0.5345,0.7375
2646,1953,0.5669,0.9208
1953,2655,0.3235,0.4012
2655,1953,0.3571,0.3732
1954,1968,0.2205,0.9582
1968,1954,0.0265,0.45
1954,1972,0.0976,0.859
1972,1954,0.7533,0.4996
1954,1973,0.2839,0.5379
1973,1954,0.0844,0.4952
1954,1999,0.047,0.8706
1999,1954,0.3983,0.0542
1954,2009,0.2183,0.7619
2009,1954,0.0971,0.3121
1954,2010,0.0868,0.2396
2010,1954,0.9931,0.6125
1954,2024,0.3328,0.6864
2024,1954,0.6742,0.2219
1954,2032,0.4125,0.8426
2032,1954,0.7895,0.716
1954,2052,0.9099,0.1247
2052,1954,0.3486,0.2696
1954,2054,0.4702,0.8637
2054,1954,0.8985,0.6716
1954,2068,0.1703,0.9178
2068,1954,0.8943,0.8937
1954,2072,0.4743,0.0597
2072,1954,0.6401,0.9263
1954,2087,0.189,0.8648
2087,1954,0.3073,0.4094
1954,2102,0.5093,0.0466
2102,1954,0.2343,0.1959
1954,2111,0.4358,0.3769
2111,1954,0.7762,0.7783
1954,2116,0.4459,0.3026
2116,1954,0.2863,0.8595
1954,2117,0.3785,0.6697
2117,1954,0.7869,0.8326
1954,2125,0.9223,0.5593
2125,1954,0.1986,0.0209
1954,2128,0.3057,0.188
2128,1954,0.5852,0.872
1954,2133,0.2937,0.5275
2133,1954,0.6988,0.9685
1954,2138,0.8217,0.2764
2138,1954,0.9364,0.5484
1954,2143,0.1609,0.214
2143,1954,0.4755,0.1671
1954,2149,0.7037,0.5565
2149,1954,0.5018,0.4594
1954,2151,0.9822,0.4283
2151,1954,0.3671,0.8817
1954,2153,0.9338,0.9289
2153,1954,0.9426,0.0308
1954,2169,0.2721,0.6558
2169,1954,0.7319,0.05
1954,2174,0.8023,0.7032
2174,1954,0.5867,0.2866
1954,2176,0.2226,0.4675
2176,1954,0.6567,0.7715
1954,2180,0.7284,0.0329
2180,1954,0.7454,0.3837
1954,2187,0.5368,0.9933
2187,1954,0.4382,0.5423
1954,2196,0.2484,0.9593
2196,1954,0.5858,0.797
1954,2199,0.5644,0.0495
2199,1954,0.7536,0.6118
1954,2202,0.8962,0.2902
2202,1954,0.2435,0.0209
1954,2203,0.0493,0.9233
2203,1954,0.0171,0.4553
1954,2224,0.4932,0.8981
2224,1954,0.6606,0.2667
1954,2241,0.5403,0.7589
2241,1954,0.8315,0.8342
1954,2250,0.0658,0.8838
2250,1954,0.8961,0.0885
1954,2264,0.4386,0.1057
2264,1954,0.2396,0.3925
1954,2268,0.1801,0.7838
2268,1954,0.8053,0.2607
1954,2273,0.8101,0.4422
2273,1954,0.3526,0.9022
1954,2289,0.2499,0.2031
2289,1954,0.5832,0.0489
1954,2292,0.094,0.3059
2292,1954,0.6356,0.5541
1954,2294,0.8763,0.6512
2294,1954,0.2711,0.0993
1954,2297,0.7808,0.9369
2297,1954,0.5229,0.5504
1954,2327,0.0389,0.7326
2327,1954,0.497,0.1884
1954,2328,0.1113,0.3127
2328,1954,0.8455,0.3652
1954,2336,0.1022,0.7977
2336,1954,0.8486,0.2752
1954,2338,0.1739,0.2154
2338,1954,0.305,0.0589
1954,2343,0.3502,0.7131
2343,1954,0.8187,0.605
1954,2344,0.711,0.3703
2344,1954,0.7529,0.7633
1954,2347,0.043,0.9385
2347,1954,0.6405,0.7053
1954,2365,0.396,0.9804
2365,1954,0.7002,0.4786
1954,2368,0.107,0.6422
2368,1954,0.9844,0.2931
1954,2377,0.9834,0.1278
2377,1954,0.4156,0.1177
1954,2461,0.0141,0.9178
2461,1954,0.3063,0.5536
1954,2463,0.2914,0.6407
2463,1954,0.6377,0.8242
1954,2471,0.706,0.604
2471,1954,0.8856,0.2634
1954,2472,0.0915,0.5428
2472,1954,0.0125,0.1885
1954,2475,0.0016,0.9108
2475,1954,0.7071,0.221
1954,2491,0.943,0.8183
2491,1954,0.2441,0.4047
1954,2498,0.3697,0.0021
2498,1954,0.0895,0.5033
1954,2508,0.7381,0.8943
2508,1954,0.9931,0.5723
1954,2509,0.9685,0.0188
2509,1954,0.0637,0.7655
1954,2538,0.1249,0.1805
2538,1954,0.0691,0.2455
1954,2555,0.9146,0.3569
2555,1954,0.8492,0.6793
1954,2571,0.3905,0.8325
2571,1954,0.9534,0.8354
1954,2582,0.0735,0.5216
2582,1954,0.4089,0.7286
1954,2585,0.4242,0.582
2585,1954,0.5136,0.1518
1954,2588,0.9174,0.2363
2588,1954,0.7579,0.0666
1954,2594,0.3484,0.5055
2594,1954,0.1293,0.0122
1954,2598,0.2796,0.2734
2598,1954,0.2785,0.4755
1954,2620,0.2989,0.9697
2620,1954,0.6283,0.3287
1954,2627,0.318,0.7892
2627,1954,0.1039,0.8519
1954,2629,0.4496,0.2308
2629,1954,0.2597,0.2718
1954,2640,0.9227,0.5247
2640,1954,0.0994,0.5161
1954,2649,0.3487,0.7548
2649,1954,0.1261,0.1285
1954,2658,0.1214,0.8435
2658,1954,0.9497,0.4081
1954,2659,0.2024,0.7787
2659,1954,0.6039,0.0402
1955,1959,0.0805,0.588
1959,1955,0.4518,0.6661
1955,2007,0.7607,0.0716
2007,1955,0.9619,0.9821
1955,2026,0.5449,0.4172
2026,1955,0.1183,0.1649
1955,2032,0.3148,0.6482
2032,1955,0.2112,0.5179
1955,2038,0.3194,0.85
2038,1955,0.1787,0.6259
1955,2039,0.2645,0.7245
2039,1955,0.5429,0.4988
1955,2053,0.9674,0.37
2053,1955,0.4715,0.6204
1955,2068,0.2619,0.155
2068,1955,0.8035,0.1966
1955,2071,0.0338,0.0299
2071,1955,0.8606,0.3
1955,2072,0.1572,0.3911
2072,1955,0.5044,0.2077
1955,2081,0.2705,0.2702
2081,1955,0.3641,0.7869
1955,2087,0.237,0.2782
2087,1955,0.4133,0.4782
1955,2111,0.6785,0.1749
2111,1955,0.6321,0.0838
1955,2117,0.7692,0.7539
2117,1955,0.9573,0.7422
1955,2125,0.7791,0.0454
2125,1955,0.246,0.4662
1955,2127,0.3683,0.9127
2127,1955,0.364,0.7189
1955,2133,0.7193,0.6788
2133,1955,0.7155,0.8569
1955,2138,0.5425,0.812
2138,1955,0.9701,0.2641
1955,2144,0.2936,0.5919
2144,1955,0.4147,0.5216
1955,2161,0.2614,0.3518
2161,1955,0.2304,0.4733
1955,2169,0.7528,0.9
2169,1955,0.0711,0.8391
1955,2174,0.4088,0.6635
2174,1955,0.4584,0.8893
1955,2180,0.2688,0.0934
2180,1955,0.3557,0.1479
1955,2183,0.9972,0.8164
2183,1955,0.2288,0.5448
1955,2187,0.2127,0.9555
2187,1955,0.1854,0.2987
1955,2189,0.7607,0.9941
2189,1955,0.493,0.5467
1955,2199,0.2075,0.0277
2199,1955,0.3016,0.3744
1955,2203,0.9324,0.2331
2203,1955,0.8287,0.4894
1955,2222,0.881,0.3355
2222,1955,0.9627,0.2671
1955,2223,0.9929,0.2624
2223,1955,0.0651,0.4025
1955,2224,0.4234,0.5923
2224,1955,0.899,0.0813
1955,2239,0.9599,0.1082
2239,1955,0.1576,0.639
1955,2247,0.3221,0.7768
2247,1955,0.8231,0.3197
1955,2250,0.8096,0.2027
2250,1955,0.8771,0.7628
1955,2254,0.9344,0.641
2254,1955,0.5149,0.7144
1955,2264,0.5064,0.2292
2264,1955,0.2897,0.4937
1955,2268,0.0631,0.1913
2268,1955,0.2184,0.8429
1955,2279,0.8738,0.6923
2279,1955,0.2625,0.2371
1955,2283,0.5017,0.7808
2283,1955,0.892,0.7407
1955,2289,0.3004,0.2005
2289,1955,0.7874,0.4435
1955,2294,0.243,0.1029
2294,1955,0.1283,0.7338
1955,2302,0.756,0.6766
2302,1955,0.268,0.7728
1955,2315,0.1543,0.7591
2315,1955,0.2032,0.8168
1955,2319,0.8743,0.469
2319,1955,0.1471,0.6588
1955,2327,0.632,0.4847
2327,1955,0.1517,0.4857
1955,2328,0.0928,0.3847
2328,1955,0.4164,0.8297
1955,2330,0.0892,0.4334
2330,1955,0.0838,0.3071
1955,2333,0.7747,0.8733
2333,1955,0.8628,0.1354
1955,2336,0.7539,0.5485
2336,1955,0.7756,0.1927
1955,2338,0.3014,0.5843
2338,1955,0.6702,0.9691
1955,2345,0.1216,0.8673
2345,1955,0.6759,0.5367
1955,2384,0.8812,0.9199
2384,1955,0.3758,0.9689
1955,2394,0.6033,0.0547
2394,1955,0.6078,0.1787
1955,2398,0.9256,0.5722
2398,1955,0.6816,0.8444
1955,2419,0.5946,0.8386
2419,1955,0.6303,0.9265
1955,2420,0.93,0.0864
2420,1955,0.2493,0.6461
1955,2436,0.4983,0.998
2436,1955,0.5265,0.511
1955,2445,0.5591,0.0692
2445,1955,0.491,0.1215
1955,2451,0.3066,0.3499
2451,1955,0.9643,0.494
1955,2458,0.25,0.8318
2458,1955,0.3456,0.7546
1955,2461,0.8849,0.4656
2461,1955,0.7046,0.1072
1955,2463,0.1334,0.0391
2463,1955,0.5558,0.8718
1955,2468,0.1946,0.1126
2468,1955,0.3146,0.3674
1955,2491,0.7684,0.3284
2491,1955,0.1154,0.4452
1955,2508,0.2706,0.104
2508,1955,0.6241,0.1267
1955,2509,0.3977,0.5069
2509,1955,0.2942,0.9227
1955,2510,0.1217,0.0601
2510,1955,0.905,0.3862
1955,2511,0.8083,0.7164
2511,1955,0.9067,0.0972
1955,2522,0.6514,0.2215
2522,1955,0.564,0.242
1955,2533,0.834,0.826
2533,1955,0.9345,0.3467
1955,2537,0.6313,0.9089
2537,1955,0.4853,0.0136
1955,2547,0.0045,0.1757
2547,1955,0.537,0.4395
1955,2555,0.0635,0.0941
2555,1955,0.2896,0.7576
1955,2589,0.9132,0.3
2589,1955,0.8038,0.2561
1955,2592,0.6714,0.8511
2592,1955,0.816,0.4402
1955,2594,0.5729,0.3506
2594,1955,0.6168,0.0205
1955,2598,0.1783,0.0156
2598,1955,0.6039,0.9198
1955,2608,0.9132,0.9845
2608,1955,0.6378,0.1096
1955,2616,0.1053,0.9366
2616,1955,0.9767,0.5487
1955,2617,0.4001,0.3563
2617,1955,0.2299,0.5136
1955,2629,0.2071,0.8039
2629,1955,0.4982,0.9782
1955,2643,0.9752,0.3746
2643,1955,0.1462,0.0882
1955,2649,0.8624,0.2533
2649,1955,0.0517,0.0044
1955,2653,0.8372,0.2036
2653,1955,0.0465,0.4076
1956,2245,0.7721,0.2527
2245,1956,0.1765,0.6489
1956,2281,0.953,0.1216
2281,1956,0.1762,0.6746
1956,2301,0.9709,0.6223
2301,1956,0.2906,0.6374
1956,2481,0.4547,0.1347
2481,1956,0.8328,0.4263
1956,2487,0.6341,0.3505
2487,1956,0.4887,0.2599
1956,2570,0.7481,0.5852
2570,1956,0.6278,0.0663
1956,2634,0.1652,0.6186
2634,1956,0.3246,0.076
1957,1968,0.2576,0.933
1968,1957,0.7391,0.6331
1957,1972,0.7973,0.6937
1972,1957,0.6163,0.4402
1957,1973,0.1913,0.2512
1973,1957,0.5754,0.028
1957,1980,0.805,0.0592
1980,1957,0.5494,0.049
1957,1991,0.5962,0.979
1991,1957,0.181,0.1513
1957,1995,0.7394,0.1902
1995,1957,0.4287,0.0432
1957,1998,0.9031,0.1537
1998,1957,0.1436,0.5568
1957,2001,0.0746,0.6414
2001,1957,0.2949,0.0529
1957,2006,0.2605,0.5942
2006,1957,0.5896,0.4819
1957,2018,0.3987,0.4323
2018,1957,0.8635,0.0308
1957,2025,0.3568,0.9446
2025,1957,0.3955,0.515
1957,2061,0.5511,0.1045
2061,1957,0.4604,0.0697
1957,2097,0.7167,0.4106
2097,1957,0.8555,0.6848
1957,2116,0.3062,0.8744
2116,1957,0.5886,0.2881
1957,2159,0.5636,0.1254
2159,1957,0.0516,0.836
1957,2171,0.1418,0.1714
2171,1957,0.3505,0.9478
1957,2202,0.7012,0.1297
2202,1957,0.9668,0.273
1957,2225,0.9008,0.8412
2225,1957,0.7401,0.7059
1957,2284,0.615,0.8979
2284,1957,0.8718,0.7454
1957,2364,0.8237,0.2684
2364,1957,0.9619,0.536
1957,2365,0.6457,0.8022
2365,1957,0.8585,0.1311
1957,2378,0.5715,0.3054
2378,1957,0.1425,0.4934
1957,2435,0.1928,0.6552
2435,1957,0.4687,0.9884
1957,2585,0.9382,0.5811
2585,1957,0.5017,0.1387
1957,2620,0.7996,0.7853
2620,1957,0.0082,0.6354
1957,2626,0.8457,0.5336
2626,1957,0.4714,0.0904
1957,2627,0.6355,0.8129
2627,1957,0.8475,0.9576
1957,2633,0.9517,0.5863
2633,1957,0.2305,0.8562
1957,2636,0.6009,0.2199
2636,1957,0.109,0.9168
1957,2640,0.1728,0.7931
2640,1957,0.9417,0.3689
1957,2648,0.9194,0.1892
2648,1957,0.7845,0.4954
1957,2657,0.1778,0.6819
2657,1957,0.1077,0.315
1957,2659,0.9137,0.5249
2659,1957,0.7373,0.6186
1958,1980,0.2211,0.8618
1980,1958,0.046,0.7589
1958,1998,0.6883,0.8066
1998,1958,0.9681,0.8983
1958,2000,0.1457,0.5554
2000,1958,0.1548,0.5352
1958,2006,0.9996,0.9102
2006,1958,0.2347,0.7885
1958,2022,0.7138,0.1602
2022,1958,0.2881,0.2019
1958,2024,0.6305,0.9762
2024,1958,0.8213,0.7908
1958,2027,0.2042,0.2165
2027,1958,0.7174,0.5226
1958,2050,0.2043,0.2453
2050,1958,0.0564,0.2622
1958,2061,0.195,0.7716
2061,1958,0.4544,0.1047
1958,2097,0.7932,0.6541
2097,1958,0.5675,0.6431
1958,2116,0.9241,0.05
2116,1958,0.5985,0.111
1958,2159,0.6346,0.5591
2159,1958,0.8164,0.1644
1958,2171,0.9794,0.7882
2171,1958,0.2669,0.3431
